,timestamp,BTCUSDT_close,ETHUSDT_close,DOGEUSDT_close
0,2025-05-16 22:10:00,103485,2556.8,0.22207
1,2025-05-16 22:05:00,103517.1,2556.96,0.2227
2,2025-05-16 22:00:00,103536.5,2560.03,0.22309
3,2025-05-16 21:55:00,103612.2,2567.39,0.22376
4,2025-05-16 21:50:00,103565.8,2564.89,0.22372
5,2025-05-16 21:45:00,103700.4,2574.19,0.22431
6,2025-05-16 21:40:00,103729.9,2575.98,0.22453
7,2025-05-16 21:35:00,103640.1,2570.3,0.22448
8,2025-05-16 21:30:00,103699.9,2572.25,0.22492
9,2025-05-16 21:25:00,103573.9,2568.3,0.22396
10,2025-05-16 21:20:00,103617.8,2576.15,0.22472
11,2025-05-16 21:15:00,103644.1,2574.99,0.22475
12,2025-05-16 21:10:00,103765.8,2582.78,0.22553
13,2025-05-16 21:05:00,103724.4,2579.15,0.22498
14,2025-05-16 21:00:00,103740.4,2574.17,0.22452
15,2025-05-16 20:55:00,103691.7,2570.89,0.22426
16,2025-05-16 20:50:00,103598,2566.18,0.22316
17,2025-05-16 20:45:00,103569,2567.86,0.22274
18,2025-05-16 20:40:00,103612,2565.27,0.22259
19,2025-05-16 20:35:00,103658.5,2571,0.22343
20,2025-05-16 20:30:00,103645.6,2567.52,0.22325
21,2025-05-16 20:25:00,103880.2,2583.38,0.22578
22,2025-05-16 20:20:00,103854.7,2584.01,0.22575
23,2025-05-16 20:15:00,103876.4,2583.43,0.22585
24,2025-05-16 20:10:00,103919.2,2587.4,0.22646
25,2025-05-16 20:05:00,103935.8,2590.22,0.2267
26,2025-05-16 20:00:00,103843.3,2587.17,0.2261
27,2025-05-16 19:55:00,104020.8,2591.81,0.227
28,2025-05-16 19:50:00,103922,2589.6,0.22645
29,2025-05-16 19:45:00,103719,2581.85,0.22557
30,2025-05-16 19:40:00,103784.4,2585.01,0.22595
31,2025-05-16 19:35:00,103791.8,2585.61,0.22606
32,2025-05-16 19:30:00,103825.8,2585.35,0.2262
33,2025-05-16 19:25:00,103670.6,2584.16,0.22597
34,2025-05-16 19:20:00,103609.8,2580.3,0.225
35,2025-05-16 19:15:00,103618.8,2580.39,0.22475
36,2025-05-16 19:10:00,103726.7,2583.61,0.2255
37,2025-05-16 19:05:00,103726.1,2586.31,0.22581
38,2025-05-16 19:00:00,103748.1,2590.39,0.2257
39,2025-05-16 18:55:00,103689.4,2586.28,0.22549
40,2025-05-16 18:50:00,103857.2,2588.85,0.22613
41,2025-05-16 18:45:00,103795.2,2583.56,0.22555
42,2025-05-16 18:40:00,103824.8,2581.27,0.22515
43,2025-05-16 18:35:00,103992.6,2585.45,0.226
44,2025-05-16 18:30:00,103992,2585.43,0.22593
45,2025-05-16 18:25:00,103875.9,2578.3,0.22554
46,2025-05-16 18:20:00,103916.1,2578.18,0.22585
47,2025-05-16 18:15:00,103975.8,2579.6,0.22655
48,2025-05-16 18:10:00,103994.4,2582.69,0.22719
49,2025-05-16 18:05:00,104030.9,2582.23,0.22691
50,2025-05-16 18:00:00,103956.4,2581,0.22649
51,2025-05-16 17:55:00,103869.8,2578,0.22583
52,2025-05-16 17:50:00,103800,2573.21,0.22509
53,2025-05-16 17:45:00,103989.5,2582.63,0.22615
54,2025-05-16 17:40:00,104030,2586.51,0.22639
55,2025-05-16 17:35:00,103969.8,2580.22,0.22608
56,2025-05-16 17:30:00,104113.2,2583.4,0.22657
57,2025-05-16 17:25:00,104277.5,2589.54,0.22778
58,2025-05-16 17:20:00,104335.1,2592.34,0.22796
59,2025-05-16 17:15:00,104291.9,2593.51,0.22807
60,2025-05-16 17:10:00,104132.4,2584.25,0.22688
61,2025-05-16 17:05:00,104044.5,2581.79,0.22715
62,2025-05-16 17:00:00,104196.9,2587.39,0.22849
63,2025-05-16 16:55:00,104156.1,2586.4,0.22806
64,2025-05-16 16:50:00,104168,2585.2,0.22815
65,2025-05-16 16:45:00,104017.9,2580,0.22694
66,2025-05-16 16:40:00,103988.2,2576.22,0.22639
67,2025-05-16 16:35:00,103922.6,2573.31,0.22644
68,2025-05-16 16:30:00,103924.6,2576.71,0.2264
69,2025-05-16 16:25:00,103960,2581,0.2274
70,2025-05-16 16:20:00,104000.3,2579.8,0.22719
71,2025-05-16 16:15:00,104147.9,2581.83,0.22779
72,2025-05-16 16:10:00,104304.6,2587.9,0.22907
73,2025-05-16 16:05:00,104343.7,2590.46,0.22994
74,2025-05-16 16:00:00,104474,2600.05,0.23058
75,2025-05-16 15:55:00,104186.9,2595,0.22899
76,2025-05-16 15:50:00,103983.3,2591.23,0.2286
77,2025-05-16 15:45:00,103948.2,2587.73,0.22847
78,2025-05-16 15:40:00,104009.2,2588.21,0.22912
79,2025-05-16 15:35:00,103903.1,2586.76,0.2286
