,timestamp,BTCUSDT_close,ETHUSDT_close,DOGEUSDT_close
0,2025-05-16 22:14:00,103485,2556.8,0.22207
1,2025-05-16 22:13:00,103457,2554.84,0.22175
2,2025-05-16 22:12:00,103505,2555.91,0.22204
3,2025-05-16 22:11:00,103481.9,2554.17,0.2223
4,2025-05-16 22:10:00,103462.7,2553.34,0.2222
5,2025-05-16 22:09:00,103517.1,2556.96,0.2227
6,2025-05-16 22:08:00,103454,2554.4,0.2225
7,2025-05-16 22:07:00,103438.8,2553.2,0.22235
8,2025-05-16 22:06:00,103479.7,2556.47,0.22262
9,2025-05-16 22:05:00,103501,2555.79,0.22266
10,2025-05-16 22:04:00,103536.5,2560.03,0.22309
11,2025-05-16 22:03:00,103521.1,2559.89,0.22295
12,2025-05-16 22:02:00,103520,2560.55,0.22281
13,2025-05-16 22:01:00,103585.5,2565.6,0.22348
14,2025-05-16 22:00:00,103621.1,2569.21,0.2239
15,2025-05-16 21:59:00,103612.2,2567.39,0.22376
16,2025-05-16 21:58:00,103619.6,2567.5,0.22381
17,2025-05-16 21:57:00,103582.5,2566.25,0.22351
18,2025-05-16 21:56:00,103603.4,2567.6,0.22381
19,2025-05-16 21:55:00,103569.9,2564.74,0.22359
20,2025-05-16 21:54:00,103565.8,2564.89,0.22372
21,2025-05-16 21:53:00,103606.2,2565.9,0.22372
22,2025-05-16 21:52:00,103616.3,2567.07,0.22379
23,2025-05-16 21:51:00,103650.5,2570.44,0.2242
24,2025-05-16 21:50:00,103681.7,2573.62,0.22437
25,2025-05-16 21:49:00,103700.4,2574.19,0.22431
26,2025-05-16 21:48:00,103641.4,2573.55,0.22423
27,2025-05-16 21:47:00,103633.7,2572.79,0.22421
28,2025-05-16 21:46:00,103664.8,2575,0.22441
29,2025-05-16 21:45:00,103643.3,2574.01,0.22457
30,2025-05-16 21:44:00,103729.9,2575.98,0.22453
31,2025-05-16 21:43:00,103726.2,2576.25,0.22441
32,2025-05-16 21:42:00,103664.5,2574.3,0.22442
33,2025-05-16 21:41:00,103674.1,2574,0.22464
34,2025-05-16 21:40:00,103661.9,2569.59,0.22415
35,2025-05-16 21:39:00,103640.1,2570.3,0.22448
36,2025-05-16 21:38:00,103679.4,2568.8,0.22441
37,2025-05-16 21:37:00,103641.6,2568.65,0.22434
38,2025-05-16 21:36:00,103642.4,2568.26,0.22416
39,2025-05-16 21:35:00,103636.7,2570.64,0.22424
40,2025-05-16 21:34:00,103699.9,2572.25,0.22492
41,2025-05-16 21:33:00,103602.7,2568.7,0.22442
42,2025-05-16 21:32:00,103500,2559.88,0.22319
43,2025-05-16 21:31:00,103573.8,2562.19,0.22344
44,2025-05-16 21:30:00,103573.8,2567.93,0.22392
45,2025-05-16 21:29:00,103573.9,2568.3,0.22396
46,2025-05-16 21:28:00,103570.4,2569.95,0.2241
47,2025-05-16 21:27:00,103570.3,2572,0.22434
48,2025-05-16 21:26:00,103571.6,2573.32,0.22448
49,2025-05-16 21:25:00,103573.9,2575.2,0.22455
50,2025-05-16 21:24:00,103617.8,2576.15,0.22472
51,2025-05-16 21:23:00,103629.8,2576.8,0.22495
52,2025-05-16 21:22:00,103629.8,2577.06,0.22491
53,2025-05-16 21:21:00,103639.2,2576.79,0.22488
54,2025-05-16 21:20:00,103639.3,2576.19,0.22488
55,2025-05-16 21:19:00,103644.1,2574.99,0.22475
56,2025-05-16 21:18:00,103655.2,2575.2,0.22484
57,2025-05-16 21:17:00,103647.7,2575.75,0.22487
58,2025-05-16 21:16:00,103658.9,2577.2,0.22515
59,2025-05-16 21:15:00,103650.2,2576.72,0.22491
60,2025-05-16 21:14:00,103765.8,2582.78,0.22553
61,2025-05-16 21:13:00,103756.3,2580.7,0.22533
62,2025-05-16 21:12:00,103756.4,2580.26,0.22525
63,2025-05-16 21:11:00,103756.9,2582.4,0.22536
64,2025-05-16 21:10:00,103752.4,2580.96,0.22509
65,2025-05-16 21:09:00,103724.4,2579.15,0.22498
66,2025-05-16 21:08:00,103776.4,2577.79,0.22487
67,2025-05-16 21:07:00,103793.6,2576.58,0.2247
68,2025-05-16 21:06:00,103762.1,2574.09,0.22424
69,2025-05-16 21:05:00,103724.3,2573.42,0.22439
70,2025-05-16 21:04:00,103740.4,2574.17,0.22452
71,2025-05-16 21:03:00,103743,2574.93,0.22456
72,2025-05-16 21:02:00,103793.4,2574.75,0.2247
73,2025-05-16 21:01:00,103775.9,2574.59,0.2248
74,2025-05-16 21:00:00,103768.3,2572.93,0.2245
75,2025-05-16 20:59:00,103691.7,2570.89,0.22426
76,2025-05-16 20:58:00,103621,2566.41,0.22345
77,2025-05-16 20:57:00,103571.9,2566.39,0.22329
78,2025-05-16 20:56:00,103638.6,2566.96,0.2233
79,2025-05-16 20:55:00,103544.8,2564.38,0.22278
80,2025-05-16 20:54:00,103598,2566.18,0.22316
81,2025-05-16 20:53:00,103593,2566.53,0.2233
82,2025-05-16 20:52:00,103597.3,2567.4,0.22325
83,2025-05-16 20:51:00,103555.9,2565.12,0.22288
84,2025-05-16 20:50:00,103551.2,2567.18,0.22278
85,2025-05-16 20:49:00,103569,2567.86,0.22274
86,2025-05-16 20:48:00,103543.8,2565.52,0.22238
87,2025-05-16 20:47:00,103531,2563.75,0.22219
88,2025-05-16 20:46:00,103531.1,2562.23,0.22212
89,2025-05-16 20:45:00,103574.2,2563.32,0.2224
90,2025-05-16 20:44:00,103612,2565.27,0.22259
91,2025-05-16 20:43:00,103597.3,2565.64,0.22274
92,2025-05-16 20:42:00,103613.9,2567.23,0.2228
93,2025-05-16 20:41:00,103641.7,2568.7,0.223
94,2025-05-16 20:40:00,103635.8,2568.8,0.22322
95,2025-05-16 20:39:00,103658.5,2571,0.22343
96,2025-05-16 20:38:00,103598.8,2569.57,0.22323
97,2025-05-16 20:37:00,103563.6,2566.01,0.22276
98,2025-05-16 20:36:00,103601.1,2568.8,0.22301
99,2025-05-16 20:35:00,103649.9,2570.41,0.22343
100,2025-05-16 20:34:00,103645.6,2567.52,0.22325
101,2025-05-16 20:33:00,103680,2572.27,0.22356
102,2025-05-16 20:32:00,103696.3,2572.42,0.22396
103,2025-05-16 20:31:00,103839.5,2582,0.22552
104,2025-05-16 20:30:00,103849.5,2581.74,0.22554
105,2025-05-16 20:29:00,103880.2,2583.38,0.22578
106,2025-05-16 20:28:00,103910.5,2584.39,0.2259
107,2025-05-16 20:27:00,103885.6,2584.31,0.22588
108,2025-05-16 20:26:00,103859.2,2583.43,0.22562
109,2025-05-16 20:25:00,103855.4,2584.01,0.22565
110,2025-05-16 20:24:00,103854.7,2584.01,0.22575
111,2025-05-16 20:23:00,103862.6,2583.59,0.22575
112,2025-05-16 20:22:00,103859.5,2582.4,0.22561
113,2025-05-16 20:21:00,103862.2,2581.98,0.22566
114,2025-05-16 20:20:00,103885.7,2584.11,0.22584
115,2025-05-16 20:19:00,103876.4,2583.43,0.22585
116,2025-05-16 20:18:00,103869.7,2583.24,0.22581
117,2025-05-16 20:17:00,103868,2582.69,0.22576
118,2025-05-16 20:16:00,103902.6,2585.28,0.22624
119,2025-05-16 20:15:00,103915.1,2586.32,0.22636
120,2025-05-16 20:14:00,103919.2,2587.4,0.22646
121,2025-05-16 20:13:00,103911.1,2588.48,0.22655
122,2025-05-16 20:12:00,103930.9,2588.83,0.22675
123,2025-05-16 20:11:00,103959.9,2590.01,0.22672
124,2025-05-16 20:10:00,103945.6,2590.55,0.2267
125,2025-05-16 20:09:00,103935.8,2590.22,0.2267
126,2025-05-16 20:08:00,103996.9,2591.32,0.22692
127,2025-05-16 20:07:00,103994.9,2591.95,0.227
128,2025-05-16 20:06:00,103970.3,2590.75,0.22675
129,2025-05-16 20:05:00,103854,2587.99,0.22605
130,2025-05-16 20:04:00,103843.3,2587.17,0.2261
131,2025-05-16 20:03:00,103903.1,2588.23,0.22648
132,2025-05-16 20:02:00,103942.8,2590.42,0.2265
133,2025-05-16 20:01:00,103921.8,2591.18,0.22655
134,2025-05-16 20:00:00,103937.6,2590.59,0.22665
135,2025-05-16 19:59:00,104020.8,2591.81,0.227
136,2025-05-16 19:58:00,103999.8,2589.99,0.22679
137,2025-05-16 19:57:00,103982.9,2591.79,0.22682
138,2025-05-16 19:56:00,103975.5,2591.04,0.22685
139,2025-05-16 19:55:00,103980.7,2592.7,0.22696
140,2025-05-16 19:54:00,103922,2589.6,0.22645
141,2025-05-16 19:53:00,103904.5,2588.26,0.22617
142,2025-05-16 19:52:00,103841.1,2584.72,0.22602
143,2025-05-16 19:51:00,103853.5,2586.41,0.22609
144,2025-05-16 19:50:00,103767.4,2583.86,0.22585
145,2025-05-16 19:49:00,103719,2581.85,0.22557
146,2025-05-16 19:48:00,103815.7,2586.31,0.2261
147,2025-05-16 19:47:00,103841.3,2587.83,0.22646
148,2025-05-16 19:46:00,103794,2585.83,0.22594
149,2025-05-16 19:45:00,103821.4,2586.37,0.22622
150,2025-05-16 19:44:00,103784.4,2585.01,0.22595
151,2025-05-16 19:43:00,103793.3,2585.68,0.22605
152,2025-05-16 19:42:00,103789.5,2587.04,0.22625
153,2025-05-16 19:41:00,103767.2,2585.57,0.22605
154,2025-05-16 19:40:00,103787.1,2586,0.22606
155,2025-05-16 19:39:00,103791.8,2585.61,0.22606
156,2025-05-16 19:38:00,103796.9,2585.3,0.22606
157,2025-05-16 19:37:00,103780,2584.41,0.2258
158,2025-05-16 19:36:00,103815,2586.11,0.2261
159,2025-05-16 19:35:00,103820.5,2586,0.2261
160,2025-05-16 19:34:00,103825.8,2585.35,0.2262
161,2025-05-16 19:33:00,103792.3,2584.87,0.22605
